ticker,ano,fechamento
ALUP3,2022,7.13
ALUP3,2021,6.01
ALUP3,2020,6.43
ALUP3,2019,8.0
ALUP3,2018,5.17
TRAD3,2025,7.03
TRAD3,2024,6.99
TRAD3,2023,6.09
TRAD3,2022,15.54
TRAD3,2021,41.86
TRAD3,2020,
TRAD3,2019,
TRAD3,2018,
BNBR3,2025,96.0
BNBR3,2024,95.45
BNBR3,2023,97.63
BNBR3,2022,62.12
BNBR3,2021,56.59
BNBR3,2020,55.11
BNBR3,2019,66.63
BNBR3,2018,24.95
OIBR4,2025,7.39
OIBR4,2024,9.01
OIBR4,2023,16.3
OIBR4,2022,51.0
OIBR4,2021,128.0
OIBR4,2020,282.0
OIBR4,2019,123.0
OIBR4,2018,126.0
EMAE4,2025,28.32
EMAE4,2024,42.0
EMAE4,2023,57.34
EMAE4,2022,62.07
EMAE4,2021,67.48
EMAE4,2020,60.01
EMAE4,2019,28.41
EMAE4,2018,13.75
CRPG5,2025,14.0
CRPG5,2024,20.0
CRPG5,2023,37.42
CRPG5,2022,25.28
CRPG5,2021,52.67
CRPG5,2020,24.58
CRPG5,2019,17.65
CRPG5,2018,19.36
COCE5,2025,30.32
COCE5,2024,23.86
COCE5,2023,39.96
COCE5,2022,41.23
COCE5,2021,51.05
COCE5,2020,49.33
COCE5,2019,49.13
COCE5,2018,36.46
JFEN3,2025,1.53
JFEN3,2024,2.28
JFEN3,2023,43.0
JFEN3,2022,70.0
JFEN3,2021,96.0
JFEN3,2020,433.0
JFEN3,2019,265.0
JFEN3,2018,340.0
CLSC4,2025,103.05
CLSC4,2024,75.68
CLSC4,2023,56.34
CLSC4,2022,42.8
CLSC4,2021,49.5
CLSC4,2020,36.92
CLSC4,2019,32.1
CLSC4,2018,30.59
VIVR3,2025,0.66
VIVR3,2024,1.18
VIVR3,2023,5.15
VIVR3,2022,4.96
VIVR3,2021,12.4
VIVR3,2020,11.21
VIVR3,2019,18.9
VIVR3,2018,34.69
RNEW11,2025,3.05
RNEW11,2024,2.81
RNEW11,2023,3.56
RNEW11,2022,5.79
RNEW11,2021,6.68
RNEW11,2020,13.29
RNEW11,2019,11.99
RNEW11,2018,20.64
CGRA4,2025,25.98
CGRA4,2024,24.3
CGRA4,2023,22.58
CGRA4,2022,20.5
CGRA4,2021,25.86
CGRA4,2020,23.29
CGRA4,2019,18.62
CGRA4,2018,14.2
IRIM11,2025,66.13
IRIM11,2024,55.83
IRIM11,2023,67.12
IRIM11,2022,64.51
IRIM11,2021,67.72
IRIM11,2020,
IRIM11,2019,
IRIM11,2018,
NUTR3,2025,2.81
NUTR3,2024,3.92
NUTR3,2023,4.17
NUTR3,2022,2.8
NUTR3,2021,2.53
NUTR3,2020,2.21
NUTR3,2019,0.45
NUTR3,2018,0.3
BPAC5,2025,9.8
BPAC5,2024,6.78
BPAC5,2023,9.19
BPAC5,2022,5.07
BPAC5,2021,4.51
BPAC5,2020,4.87
BPAC5,2019,4.78
BPAC5,2018,1.48
MNPR3,2025,32.24
MNPR3,2024,21.39
MNPR3,2023,18.99
MNPR3,2022,6.17
MNPR3,2021,6.39
MNPR3,2020,7.0
MNPR3,2019,5.9
MNPR3,2018,2.28
RSUL4,2025,64.61
RSUL4,2024,53.18
RSUL4,2023,72.03
RSUL4,2022,63.44
RSUL4,2021,67.28
RSUL4,2020,16.43
RSUL4,2019,11.23
RSUL4,2018,5.42
BPAC3,2025,22.67
BPAC3,2024,13.86
BPAC3,2023,17.35
BPAC3,2022,12.31
BPAC3,2021,12.0
BPAC3,2020,10.52
BPAC3,2019,8.96
BPAC3,2018,1.79
REAG3,2025,4.0
REAG3,2024,5.02
REAG3,2023,4.95
REAG3,2022,2.77
REAG3,2021,5.42
REAG3,2020,
REAG3,2019,
REAG3,2018,
CEBR5,2025,22.33
CEBR5,2024,14.66
CEBR5,2023,13.86
CEBR5,2022,8.08
CEBR5,2021,9.07
CEBR5,2020,10.19
CEBR5,2019,4.1
CEBR5,2018,1.95
LOGN3,2025,24.71
LOGN3,2024,20.72
LOGN3,2023,38.49
LOGN3,2022,35.1
LOGN3,2021,23.6
LOGN3,2020,16.18
LOGN3,2019,20.9
LOGN3,2018,7.8
ISAE3,2025,30.28
ISAE3,2024,28.62
ISAE3,2023,33.28
ISAE3,2022,25.45
ISAE3,2021,25.97
ISAE3,2020,22.22
ISAE3,2019,19.57
ISAE3,2018,11.57
RDNI3,2025,2.14
RDNI3,2024,2.05
RDNI3,2023,4.6
RDNI3,2022,6.71
RDNI3,2021,9.86
RDNI3,2020,11.24
RDNI3,2019,15.2
RDNI3,2018,5.31
INEP4,2025,1.46
INEP4,2024,1.31
INEP4,2023,3.43
INEP4,2022,5.0
INEP4,2021,7.5
INEP4,2020,2.63
INEP4,2019,1.97
INEP4,2018,1.29
NGRD3,2025,25.97
NGRD3,2024,23.15
NGRD3,2023,31.09
NGRD3,2022,36.65
NGRD3,2021,64.27
NGRD3,2020,174.42
NGRD3,2019,
NGRD3,2018,
CGRA3,2025,26.0
CGRA3,2024,24.06
CGRA3,2023,21.93
CGRA3,2022,21.71
CGRA3,2021,27.09
CGRA3,2020,23.36
CGRA3,2019,18.82
CGRA3,2018,13.58
HETA4,2025,4.85
HETA4,2024,6.3
HETA4,2023,6.35
HETA4,2022,4.18
HETA4,2021,7.95
HETA4,2020,7.85
HETA4,2019,9.02
HETA4,2018,6.82
GEPA3,2025,35.2
GEPA3,2024,25.35
GEPA3,2023,19.14
GEPA3,2022,15.59
GEPA3,2021,18.94
GEPA3,2020,23.02
GEPA3,2019,25.48
GEPA3,2018,15.82
AFLT3,2025,7.73
AFLT3,2024,7.13
AFLT3,2023,7.61
AFLT3,2022,7.78
AFLT3,2021,7.26
AFLT3,2020,7.63
AFLT3,2019,8.23
AFLT3,2018,4.09
RBIF11,2025,71.65
RBIF11,2024,62.47
RBIF11,2023,76.49
RBIF11,2022,75.65
RBIF11,2021,
RBIF11,2020,
RBIF11,2019,
RBIF11,2018,
ATED3,2025,2.15
ATED3,2024,1.39
ATED3,2023,
ATED3,2022,
ATED3,2021,
ATED3,2020,
ATED3,2019,
ATED3,2018,
BSLI4,2025,11.03
BSLI4,2024,8.02
BSLI4,2023,
BSLI4,2022,
BSLI4,2021,
BSLI4,2020,
BSLI4,2019,
BSLI4,2018,
PLAS3,2025,5.01
PLAS3,2024,5.7
PLAS3,2023,7.31
PLAS3,2022,9.5
PLAS3,2021,10.77
PLAS3,2020,5.64
PLAS3,2019,7.45
PLAS3,2018,8.4
GSHP3,2025,3.0
GSHP3,2024,6.51
GSHP3,2023,15.0
GSHP3,2022,22.52
GSHP3,2021,35.1
GSHP3,2020,57.0
GSHP3,2019,100.8
GSHP3,2018,135.32
SNSY5,2025,3.54
SNSY5,2024,3.87
SNSY5,2023,3.83
SNSY5,2022,3.36
SNSY5,2021,5.23
SNSY5,2020,6.28
SNSY5,2019,2.68
SNSY5,2018,1.17
CPLE5,2025,12.57
CPLE5,2024,9.96
CPLE5,2023,21.92
CPLE5,2022,20.62
CPLE5,2021,30.97
CPLE5,2020,4.55
CPLE5,2019,1.88
CPLE5,2018,1.61
TPIS3,2025,3.58
TPIS3,2024,5.15
TPIS3,2023,4.03
TPIS3,2022,3.41
TPIS3,2021,7.9
TPIS3,2020,8.63
TPIS3,2019,6.26
TPIS3,2018,5.78
HAGA3,2025,1.92
HAGA3,2024,1.91
HAGA3,2023,2.81
HAGA3,2022,3.56
HAGA3,2021,6.94
HAGA3,2020,3.3
HAGA3,2019,4.77
HAGA3,2018,2.85
RPMG3,2025,2.92
RPMG3,2024,2.69
RPMG3,2023,2.12
RPMG3,2022,1.7
RPMG3,2021,2.8
RPMG3,2020,2.82
RPMG3,2019,5.12
RPMG3,2018,2.99
BGIP4,2025,27.88
BGIP4,2024,21.47
BGIP4,2023,18.66
BGIP4,2022,12.3
BGIP4,2021,16.8
BGIP4,2020,17.79
BGIP4,2019,24.7
BGIP4,2018,22.3
WLMM4,2025,20.95
WLMM4,2024,29.48
WLMM4,2023,29.46
WLMM4,2022,20.99
WLMM4,2021,35.92
WLMM4,2020,28.03
WLMM4,2019,11.47
WLMM4,2018,4.28
RENV11,2025,5.62
RENV11,2024,9.39
RENV11,2023,
RENV11,2022,
RENV11,2021,
RENV11,2020,
RENV11,2019,
RENV11,2018,
EGYR11,2025,3.03
EGYR11,2024,3.5
EGYR11,2023,5.62
EGYR11,2022,12.1
EGYR11,2021,14.2
EGYR11,2020,
EGYR11,2019,
EGYR11,2018,
PPLA11,2025,0.96
PPLA11,2024,1.5
PPLA11,2023,3.56
PPLA11,2022,4.68
PPLA11,2021,5.99
PPLA11,2020,14.16
PPLA11,2019,1.09
PPLA11,2018,1.45
BMKS3,2025,420.0
BMKS3,2024,297.22
BMKS3,2023,300.89
BMKS3,2022,224.99
BMKS3,2021,157.35
BMKS3,2020,160.85
BMKS3,2019,169.86
BMKS3,2018,169.1
